,dt,"Концентрат коксующегося угля_Россия марка ОС FCA руб./т, без НДС","Лом_HMS 1/2 80:20, FOB EC Роттердам, $/т","Лом_3А, РФ CPT ж/д Южный ФО, руб./т, без НДС","Лом_3А, РФ CPT ж/д Сибирский ФО, руб./т, без НДС","Лом_3А, РФ CPT ж/д Центральный ФО, руб./т, без НДС","ЖРС_Китай Iron ore fines Fe 62%, CFR","Концентрат коксующегося угля_Россия марка КО FCA руб./т, без НДС","ЖРС_Российские окатыши Fe 62-65,5%, SiO2 5,8-8,65, DAP Забайкальск-Манжули, $/т","Лом_HMS 1/2 80:20, FOB США Восток, $/т","Лом_3А, FOB РФ Черное море, $/т","Чугун_FOB Бразилия Север, $/т","Лом_HMS 1/2 80:20, CFR ЮВА, $/т","Концентрат коксующегося угля_Россия марка КС FCA руб./т, без НДС","Лом_3А, РФ FCA ж/д респ. Татарстан, руб./т, без НДС","ЖРС_Российский концентрат Fe 62,5-67,5%, SiO2 0,78-8,51, сухой вес, DAP Забайкальск-Манжули, $/т","Концентрат коксующегося угля_Россия марка К и смеси марок К, КО FCA руб./т, без НДС","Кокс_Россия Урал Сибирь +25, FCA руб./т., без НДС","Лом_3А, РФ FCA ж/д Московский регион, руб./т, без НДС","Концентрат коксующегося угля_Россия марка Ж+ГЖ FCA руб./т, без НДС","Чугун_FOB Россия Черное море, $/т","ЖРС_Россия аглоруда Fe 52-60%, FCA руб./т, без НДС","ЖРС_Россия концентрат Fe 64-68%, FCA руб./т, без НДС","Чугун_Россия, FCA руб./т, без НДС","Концентрат коксующегося угля_HCC Австралия, $/t FOB","ЖРС_Россия окатыши Fe 62-65,5% FCA руб./т, без НДС","Лом_3А, РФ CPT ж/д Уральский ФО, руб./т, без НДС","Концентрат коксующегося угля_Россия марка Ж FCA руб./т, без НДС","Лом_HMS 1/2 80:20, CFR Турция, $/т","Концентрат коксующегося угля_Средняя шихта Россия FCA руб./т, без НДС","Концентрат коксующегося угля_Россия марка ГЖ FCA руб./т, без НДС","ЖРС_Средневзвешенная цена окатыши Fe 62-65,5%, Россия FCA руб./т, без НДС","ЖРС_Средневзвешенная цена концентрат Fe 64-68%, Россия FCA руб./т, без НДС","ЖРС_Средневзвешенная цена аглоруда Fe 52-60%, Россия FCA руб./т, без НДС","ЖРС_Средневзвешенная цена за 1 % Fe в аглоруде, Россия FCA руб./т, без НДС",Производство арматуры Сортовой прокат_Арматура,Производство арматуры Сортовой прокат_Катанка,Производство сырья ЖРС_Аглоруда,Производство сырья ЖРС_Концентрат,Производство сырья ЖРС_Окатыши,Производство сырья Концентрат коксующегося угля_Жирные,Производство сырья Концентрат коксующегося угля_Отощающие,Производство сырья Металлизованная продукция_ГБЖ,Производство сырья Рядовой коксующийся уголь_Жирные,Производство сырья Рядовой коксующийся уголь_Отощающие,Производство сырья Сталь_Конвертер,Производство сырья Сталь_Сталь всего,Производство сырья Сталь_Электропечь,ПотреблениеЖРС_Агломерат,ПотреблениеЖРС_Окатыши,ПотреблениеЖРС_Аглоруда,Поставки Сортовой прокат_Арматура,Поставки Сортовой прокат_Катанка,Поставки Концентрат коксующегося угля_Отощающие,Поставки Чугун_Литейный чугун,Поставки ЖРС_Агломерат,Поставки ЖРС_Аглоруда,Поставки ЖРС_Окатыши,Спрос ЖРС_Агломерат,Спрос ЖРС_Аглоруда,Спрос ЖРС_Окатыши,Спрос Концентрат коксующегося угля_Отощающие,Импорт сырья ЖРС_Окатыши,Импорт сырья Концентрат коксующегося угля_Коксовые,Экспорт сырья ЖРС_Концентрат,Экспорт сырья Кокс_Кокс доменный,Экспорт сырья Концентрат коксующегося угля_Коксовые,Экспорт сырья Металлизованная продукция_ГБЖ,Экспорт сырья Чугун_Литейный чугун,Экспорт сырья Чугун_Передельный чугун,Экспорт арматуры Сортовой прокат_Арматура,Экспорт арматуры Сортовой прокат_Катанка,Цена на арматуру
98,2016-11-21,7100.0,252.0,12564.0,11584.0,12483.0,72.0,6450.0,77.5,255.0,236.0,249.0,260.0,5850.0,11742.0,59.5,8150.0,12900.0,11800.0,8700.0,315.0,1135.0,2425.0,13900.0,302.0,3300.0,12866.0,8450.0,269.0,7522.0,6625.0,3509.0,2330.0,1049.0,22.0,646.0,230.0,377.0,9220.0,4062.0,2561.0,327.0,203.0,3411.0,1465.0,3797.0,5856.0,1930.0,430.0,2388.0,363.0,546.0,168.0,49.0,4.0,432.0,364.0,2201.0,432.0,364.0,2387.0,49.0,186.0,34.0,5.0,0.0,0.0,0.0,0.0,0.0,102.0,62.0,33500
99,2016-11-28,7100.0,255.0,12917.0,11719.0,12729.0,74.0,6450.0,78.5,262.0,240.0,278.0,273.0,5850.0,11858.0,60.5,8150.0,12900.0,12108.0,8700.0,325.0,1135.0,2425.0,13900.0,306.0,3300.0,12932.0,8450.0,272.0,7522.0,6625.0,3509.0,2330.0,1049.0,22.0,646.0,230.0,377.0,9220.0,4062.0,2561.0,327.0,203.0,3411.0,1465.0,3797.0,5856.0,1930.0,430.0,2388.0,363.0,546.0,168.0,49.0,4.0,432.0,364.0,2201.0,432.0,364.0,2387.0,49.0,186.0,34.0,5.0,0.0,0.0,0.0,0.0,0.0,102.0,62.0,33500
100,2016-12-05,7100.0,250.0,13434.0,11561.0,13377.0,76.0,6450.0,79.5,261.0,236.0,278.0,273.0,5850.0,12196.0,61.5,8150.0,12900.0,12556.0,8700.0,320.0,1135.0,2425.0,13900.0,304.0,3300.0,13254.0,8450.0,270.0,7522.0,6625.0,3303.0,2129.0,1079.0,22.0,641.0,251.0,348.0,9141.0,3889.0,2602.0,290.0,235.0,3744.0,1309.0,3704.0,5690.0,1878.0,351.0,2148.0,348.0,526.0,168.0,43.0,1.0,352.0,349.0,1960.0,352.0,349.0,2146.0,43.0,186.0,68.0,19.0,0.0,0.0,0.0,0.0,0.0,117.0,83.0,33500
101,2016-12-12,7100.0,248.0,13500.0,11894.0,13950.0,77.0,6450.0,83.0,259.0,233.0,275.0,271.0,5850.0,12873.0,67.0,8150.0,12900.0,13021.0,8700.0,315.0,1135.0,3175.0,16800.0,301.0,4600.0,13702.0,8700.0,268.0,7552.0,6650.0,3303.0,2129.0,1079.0,22.0,641.0,251.0,348.0,9141.0,3889.0,2602.0,290.0,235.0,3744.0,1309.0,3704.0,5690.0,1878.0,351.0,2148.0,348.0,526.0,168.0,43.0,1.0,352.0,349.0,1960.0,352.0,349.0,2146.0,43.0,186.0,68.0,19.0,0.0,0.0,0.0,0.0,0.0,117.0,83.0,33500
102,2016-12-19,7100.0,245.0,14417.0,12144.0,14492.0,81.0,6450.0,87.0,259.0,230.0,275.0,270.0,5850.0,13335.0,70.0,8150.0,13100.0,13600.0,8700.0,310.0,1135.0,3175.0,16800.0,289.0,4600.0,14300.0,8700.0,267.0,7552.0,6650.0,3303.0,2129.0,1079.0,22.0,641.0,251.0,348.0,9141.0,3889.0,2602.0,290.0,235.0,3744.0,1309.0,3704.0,5690.0,1878.0,351.0,2148.0,348.0,526.0,168.0,43.0,1.0,352.0,349.0,1960.0,352.0,349.0,2146.0,43.0,186.0,68.0,19.0,0.0,0.0,0.0,0.0,0.0,117.0,83.0,33000
103,2016-12-26,7100.0,251.0,15094.0,13327.0,15385.0,82.0,6450.0,88.0,270.0,255.0,300.0,285.0,5850.0,14171.0,70.5,8150.0,13100.0,14403.0,8700.0,315.0,1135.0,3175.0,16800.0,254.0,4600.0,14942.0,8700.0,279.0,7552.0,6650.0,3303.0,2129.0,1079.0,22.0,641.0,251.0,348.0,9141.0,3889.0,2602.0,290.0,235.0,3744.0,1309.0,3704.0,5690.0,1878.0,351.0,2148.0,348.0,526.0,168.0,43.0,1.0,352.0,349.0,1960.0,352.0,349.0,2146.0,43.0,186.0,68.0,19.0,0.0,0.0,0.0,0.0,0.0,117.0,83.0,32500
104,2017-01-02,7100.0,259.0,15561.0,13377.0,15869.0,80.0,6450.0,86.0,283.0,263.0,300.0,285.0,5850.0,14354.0,69.5,8150.0,13100.0,14969.0,8700.0,310.0,1135.0,3175.0,16800.0,245.0,4600.0,15269.0,8700.0,292.0,7552.0,6650.0,3848.0,2696.0,1107.0,22.0,669.0,245.0,323.0,9198.0,3980.0,2728.0,288.0,261.0,3582.0,1565.0,3792.0,5949.0,2008.0,378.0,2359.0,334.0,570.0,172.0,55.0,3.0,379.0,333.0,2268.0,379.0,333.0,2359.0,55.0,91.0,34.0,9.0,0.0,0.0,0.0,0.0,0.0,98.0,73.0,33750
105,2017-01-09,7100.0,259.0,16085.0,13393.0,15878.0,80.0,6450.0,86.0,283.0,263.0,300.0,285.0,5850.0,14467.0,69.5,8150.0,13100.0,15046.0,8700.0,310.0,1135.0,3175.0,16800.0,228.0,4600.0,15323.0,8700.0,292.0,7552.0,6650.0,3848.0,2696.0,1107.0,22.0,669.0,245.0,323.0,9198.0,3980.0,2728.0,288.0,261.0,3582.0,1565.0,3792.0,5949.0,2008.0,378.0,2359.0,334.0,570.0,172.0,55.0,3.0,379.0,333.0,2268.0,379.0,333.0,2359.0,55.0,91.0,34.0,9.0,0.0,0.0,0.0,0.0,0.0,98.0,73.0,33750
106,2017-01-16,7375.0,259.0,15579.0,13553.0,15705.0,78.0,6450.0,104.0,283.0,263.0,300.0,285.0,6300.0,14420.0,83.0,10650.0,13725.0,15038.0,11750.0,310.0,1360.0,3975.0,20850.0,210.0,5200.0,15322.0,10700.0,292.0,9311.0,8475.0,3848.0,2696.0,1107.0,22.0,669.0,245.0,323.0,9198.0,3980.0,2728.0,288.0,261.0,3582.0,1565.0,3792.0,5949.0,2008.0,378.0,2359.0,334.0,570.0,172.0,55.0,3.0,379.0,333.0,2268.0,379.0,333.0,2359.0,55.0,91.0,34.0,9.0,0.0,0.0,0.0,0.0,0.0,98.0,73.0,33750
107,2017-01-23,7375.0,256.0,16093.0,13449.0,15861.0,80.0,6450.0,104.0,280.0,260.0,300.0,281.0,6300.0,14583.0,84.0,10650.0,13725.0,15072.0,11750.0,310.0,1360.0,3975.0,20850.0,188.0,5200.0,15312.0,10700.0,288.0,9311.0,8475.0,3848.0,2696.0,1107.0,22.0,669.0,245.0,323.0,9198.0,3980.0,2728.0,288.0,261.0,3582.0,1565.0,3792.0,5949.0,2008.0,378.0,2359.0,334.0,570.0,172.0,55.0,3.0,379.0,333.0,2268.0,379.0,333.0,2359.0,55.0,91.0,34.0,9.0,0.0,0.0,0.0,0.0,0.0,98.0,73.0,33750
108,2017-01-30,7375.0,249.0,15659.0,13468.0,15838.0,82.0,6450.0,104.5,275.0,253.0,300.0,277.0,6300.0,14478.0,84.5,10650.0,13725.0,14887.0,11750.0,315.0,1360.0,3975.0,20850.0,176.0,5200.0,15315.0,10700.0,280.0,9311.0,8475.0,3848.0,2696.0,1107.0,22.0,669.0,245.0,323.0,9198.0,3980.0,2728.0,288.0,261.0,3582.0,1565.0,3792.0,5949.0,2008.0,378.0,2359.0,334.0,570.0,172.0,55.0,3.0,379.0,333.0,2268.0,379.0,333.0,2359.0,55.0,91.0,34.0,9.0,0.0,0.0,0.0,0.0,0.0,98.0,73.0,33000
109,2017-02-06,7375.0,219.0,15439.0,13396.0,15868.0,82.0,6450.0,104.5,246.0,223.0,280.0,265.0,6300.0,14480.0,84.5,10650.0,13725.0,14812.0,11750.0,300.0,1360.0,3975.0,20850.0,173.0,5200.0,15328.0,10700.0,250.0,9311.0,8475.0,4886.0,3813.0,1554.0,29.0,644.0,226.0,321.0,9006.0,3882.0,2567.0,303.0,236.0,3438.0,1379.0,3944.0,5917.0,1862.0,406.0,2174.0,302.0,548.0,162.0,50.0,2.0,407.0,301.0,2024.0,407.0,301.0,2175.0,50.0,151.0,51.0,63.0,0.0,0.0,0.0,0.0,0.0,96.0,65.0,32600
110,2017-02-13,12250.0,206.0,15233.0,13426.0,15642.0,83.0,9250.0,104.5,235.0,209.0,280.0,265.0,8250.0,14685.0,84.5,13500.0,17500.0,14607.0,12750.0,290.0,2150.0,3775.0,20850.0,171.0,5025.0,15303.0,12600.0,235.0,11326.0,9150.0,4886.0,3813.0,1554.0,29.0,644.0,226.0,321.0,9006.0,3882.0,2567.0,303.0,236.0,3438.0,1379.0,3944.0,5917.0,1862.0,406.0,2174.0,302.0,548.0,162.0,50.0,2.0,407.0,301.0,2024.0,407.0,301.0,2175.0,50.0,151.0,51.0,63.0,0.0,0.0,0.0,0.0,0.0,96.0,65.0,32000
111,2017-02-20,12250.0,222.0,14945.0,13381.0,15229.0,83.0,9250.0,104.5,246.0,222.0,313.0,265.0,8250.0,14280.0,84.5,13500.0,17500.0,14201.0,12750.0,310.0,2150.0,3775.0,20850.0,168.0,5025.0,15412.0,12600.0,251.0,11326.0,9150.0,4886.0,3813.0,1554.0,29.0,644.0,226.0,321.0,9006.0,3882.0,2567.0,303.0,236.0,3438.0,1379.0,3944.0,5917.0,1862.0,406.0,2174.0,302.0,548.0,162.0,50.0,2.0,407.0,301.0,2024.0,407.0,301.0,2175.0,50.0,151.0,51.0,63.0,0.0,0.0,0.0,0.0,0.0,96.0,65.0,31300
112,2017-02-27,12250.0,246.0,14799.0,13348.0,14854.0,91.0,9250.0,111.5,270.0,245.0,313.0,280.0,8250.0,14234.0,86.0,13500.0,17500.0,13780.0,12750.0,328.0,2150.0,3775.0,20850.0,155.0,5025.0,15315.0,12600.0,275.0,11326.0,9150.0,4886.0,3813.0,1554.0,29.0,644.0,226.0,321.0,9006.0,3882.0,2567.0,303.0,236.0,3438.0,1379.0,3944.0,5917.0,1862.0,406.0,2174.0,302.0,548.0,162.0,50.0,2.0,407.0,301.0,2024.0,407.0,301.0,2175.0,50.0,151.0,51.0,63.0,0.0,0.0,0.0,0.0,0.0,96.0,65.0,30300
113,2017-03-06,12250.0,254.0,14729.0,13155.0,14506.0,93.0,9250.0,114.0,277.0,252.0,320.0,280.0,8250.0,13702.0,87.5,13500.0,17500.0,13357.0,12750.0,340.0,2150.0,3775.0,20850.0,159.0,5025.0,14552.0,12600.0,282.0,11326.0,9150.0,4827.0,3794.0,1884.0,32.0,616.0,243.0,366.0,9185.0,4111.0,2673.0,287.0,240.0,3632.0,1416.0,4193.0,6222.0,1926.0,408.0,2418.0,311.0,475.0,160.0,38.0,2.0,408.0,311.0,2224.0,408.0,311.0,2419.0,38.0,195.0,46.0,55.0,0.0,0.0,0.0,0.0,0.0,145.0,83.0,30500
114,2017-03-13,12000.0,259.0,14708.0,13098.0,14184.0,92.0,9150.0,117.5,280.0,255.0,335.0,285.0,8250.0,12842.0,92.0,13500.0,17500.0,13070.0,12750.0,360.0,2375.0,3925.0,20850.0,162.0,5175.0,13624.0,12600.0,285.0,11288.0,9050.0,4827.0,3794.0,1884.0,32.0,616.0,243.0,366.0,9185.0,4111.0,2673.0,287.0,240.0,3632.0,1416.0,4193.0,6222.0,1926.0,408.0,2418.0,311.0,475.0,160.0,38.0,2.0,408.0,311.0,2224.0,408.0,311.0,2419.0,38.0,195.0,46.0,55.0,0.0,0.0,0.0,0.0,0.0,145.0,83.0,30700
115,2017-03-20,12000.0,269.0,14310.0,12284.0,13438.0,87.0,9150.0,115.5,287.0,271.0,355.0,290.0,8250.0,12538.0,90.5,13500.0,17500.0,12744.0,12750.0,365.0,2375.0,3925.0,20850.0,161.0,5175.0,13321.0,12600.0,299.0,11288.0,9050.0,4827.0,3794.0,1884.0,32.0,616.0,243.0,366.0,9185.0,4111.0,2673.0,287.0,240.0,3632.0,1416.0,4193.0,6222.0,1926.0,408.0,2418.0,311.0,475.0,160.0,38.0,2.0,408.0,311.0,2224.0,408.0,311.0,2419.0,38.0,195.0,46.0,55.0,0.0,0.0,0.0,0.0,0.0,145.0,83.0,30600
116,2017-03-27,12000.0,268.0,14112.0,12269.0,13515.0,91.0,9150.0,117.5,285.0,270.0,390.0,287.0,8250.0,12330.0,92.5,13500.0,17500.0,12395.0,12750.0,385.0,2375.0,3925.0,20850.0,160.0,5175.0,13198.0,12600.0,298.0,11288.0,9050.0,4827.0,3794.0,1884.0,32.0,616.0,243.0,366.0,9185.0,4111.0,2673.0,287.0,240.0,3632.0,1416.0,4193.0,6222.0,1926.0,408.0,2418.0,311.0,475.0,160.0,38.0,2.0,408.0,311.0,2224.0,408.0,311.0,2419.0,38.0,195.0,46.0,55.0,0.0,0.0,0.0,0.0,0.0,145.0,83.0,30400
117,2017-04-03,12000.0,250.0,13877.0,11824.0,13479.0,86.0,9150.0,115.5,265.0,257.0,390.0,280.0,8250.0,12385.0,90.5,13500.0,17500.0,12440.0,12750.0,395.0,2375.0,3925.0,20850.0,155.0,5175.0,13263.0,12600.0,276.0,11288.0,9050.0,5189.0,3889.0,2176.0,36.0,531.0,213.0,278.0,9357.0,4403.0,2721.0,387.0,215.0,3549.0,1306.0,4084.0,6090.0,1855.0,399.0,2330.0,255.0,439.0,160.0,46.0,1.0,399.0,255.0,2079.0,399.0,255.0,2329.0,46.0,250.0,56.0,90.0,33.0,117.0,0.0,0.0,0.0,92.0,53.0,29800
118,2017-04-10,12000.0,241.0,13792.0,11814.0,13477.0,81.0,9150.0,112.5,255.0,249.0,380.0,280.0,8250.0,12348.0,87.5,13500.0,17500.0,12408.0,12750.0,390.0,2375.0,3925.0,20850.0,155.0,5175.0,13316.0,12600.0,267.0,11288.0,9050.0,5189.0,3889.0,2176.0,36.0,531.0,213.0,278.0,9357.0,4403.0,2721.0,387.0,215.0,3549.0,1306.0,4084.0,6090.0,1855.0,399.0,2330.0,255.0,439.0,160.0,46.0,1.0,399.0,255.0,2079.0,399.0,255.0,2329.0,46.0,250.0,56.0,90.0,33.0,117.0,0.0,0.0,0.0,92.0,53.0,29500
119,2017-04-17,7400.0,247.0,13543.0,11738.0,13400.0,79.0,5650.0,111.5,260.0,255.0,370.0,280.0,5550.0,12384.0,84.0,9000.0,14775.0,12281.0,7900.0,390.0,2375.0,4175.0,21250.0,214.0,5825.0,13269.0,8300.0,275.0,7242.0,5675.0,5189.0,3889.0,2176.0,36.0,531.0,213.0,278.0,9357.0,4403.0,2721.0,387.0,215.0,3549.0,1306.0,4084.0,6090.0,1855.0,399.0,2330.0,255.0,439.0,160.0,46.0,1.0,399.0,255.0,2079.0,399.0,255.0,2329.0,46.0,250.0,56.0,90.0,33.0,117.0,0.0,0.0,0.0,92.0,53.0,28200
120,2017-04-24,7400.0,246.0,13631.0,11707.0,13392.0,71.0,5650.0,104.5,258.0,254.0,370.0,275.0,5550.0,12310.0,80.0,9000.0,14775.0,12245.0,7900.0,387.0,2375.0,4175.0,21250.0,285.0,5825.0,13199.0,8300.0,274.0,7242.0,5675.0,5189.0,3889.0,2176.0,36.0,531.0,213.0,278.0,9357.0,4403.0,2721.0,387.0,215.0,3549.0,1306.0,4084.0,6090.0,1855.0,399.0,2330.0,255.0,439.0,160.0,46.0,1.0,399.0,255.0,2079.0,399.0,255.0,2329.0,46.0,250.0,56.0,90.0,33.0,117.0,0.0,0.0,0.0,92.0,53.0,27500
121,2017-05-01,7400.0,238.0,13731.0,11652.0,13268.0,65.0,5650.0,102.5,249.0,243.0,365.0,275.0,5550.0,12225.0,77.5,9000.0,14775.0,12192.0,7900.0,385.0,2375.0,4175.0,21250.0,268.0,5825.0,13215.0,8300.0,265.0,7242.0,5675.0,5189.0,3889.0,2176.0,36.0,524.0,210.0,355.0,8339.0,3848.0,2356.0,301.0,221.0,2911.0,1416.0,3575.0,5542.0,1834.0,370.0,1962.0,293.0,422.0,138.0,64.0,1.0,370.0,293.0,1759.0,370.0,293.0,1959.0,64.0,200.0,69.0,114.0,0.0,112.0,0.0,0.0,0.0,102.0,71.0,26500
122,2017-05-08,7400.0,238.0,13742.0,11580.0,13298.0,68.0,5650.0,103.5,246.0,239.0,365.0,270.0,5550.0,12235.0,78.5,9000.0,14775.0,12230.0,7900.0,375.0,2375.0,4175.0,21250.0,231.0,5825.0,13174.0,8300.0,263.0,7242.0,5675.0,5528.0,4304.0,2293.0,38.0,524.0,210.0,355.0,8339.0,3848.0,2356.0,301.0,221.0,2911.0,1416.0,3575.0,5542.0,1834.0,370.0,1962.0,293.0,422.0,138.0,64.0,1.0,370.0,293.0,1759.0,370.0,293.0,1959.0,64.0,200.0,69.0,114.0,0.0,112.0,0.0,0.0,0.0,102.0,71.0,26300
123,2017-05-15,7400.0,252.0,13627.0,11576.0,13275.0,66.0,5650.0,87.5,257.0,250.0,365.0,275.0,5550.0,12270.0,64.0,9000.0,14775.0,12189.0,7850.0,370.0,2400.0,3525.0,18500.0,201.0,4950.0,13211.0,8150.0,274.0,7230.0,5850.0,5528.0,4304.0,2293.0,38.0,524.0,210.0,355.0,8339.0,3848.0,2356.0,301.0,221.0,2911.0,1416.0,3575.0,5542.0,1834.0,370.0,1962.0,293.0,422.0,138.0,64.0,1.0,370.0,293.0,1759.0,370.0,293.0,1959.0,64.0,200.0,69.0,114.0,0.0,112.0,0.0,0.0,0.0,102.0,71.0,26300
124,2017-05-22,7400.0,251.0,13442.0,11599.0,13168.0,60.0,5650.0,82.0,255.0,249.0,365.0,275.0,5550.0,12273.0,61.0,9000.0,14775.0,12170.0,7850.0,370.0,2400.0,3525.0,18500.0,174.0,4950.0,13209.0,8150.0,273.0,7230.0,5850.0,5528.0,4304.0,2293.0,38.0,524.0,210.0,355.0,8339.0,3848.0,2356.0,301.0,221.0,2911.0,1416.0,3575.0,5542.0,1834.0,370.0,1962.0,293.0,422.0,138.0,64.0,1.0,370.0,293.0,1759.0,370.0,293.0,1959.0,64.0,200.0,69.0,114.0,0.0,112.0,0.0,0.0,0.0,102.0,71.0,26200
125,2017-05-29,7400.0,250.0,13558.0,11566.0,13095.0,62.0,5650.0,83.0,255.0,248.0,365.0,275.0,5550.0,12302.0,62.0,9000.0,14775.0,12107.0,7850.0,365.0,2400.0,3525.0,18500.0,159.0,4950.0,13157.0,8150.0,273.0,7230.0,5850.0,5528.0,4304.0,2293.0,38.0,524.0,210.0,355.0,8339.0,3848.0,2356.0,301.0,221.0,2911.0,1416.0,3575.0,5542.0,1834.0,370.0,1962.0,293.0,422.0,138.0,64.0,1.0,370.0,293.0,1759.0,370.0,293.0,1959.0,64.0,200.0,69.0,114.0,0.0,112.0,0.0,0.0,0.0,102.0,71.0,26150
126,2017-06-05,7400.0,246.0,13576.0,11547.0,13080.0,60.0,5650.0,82.0,253.0,247.0,365.0,270.0,5550.0,12298.0,61.0,9000.0,14775.0,12017.0,7850.0,360.0,2400.0,3525.0,18500.0,154.0,4950.0,13136.0,8150.0,271.0,7230.0,5850.0,4702.0,3753.0,2440.0,39.0,648.0,240.0,425.0,9445.0,4249.0,2436.0,306.0,255.0,3318.0,1440.0,4082.0,6330.0,2087.0,411.0,2275.0,368.0,526.0,154.0,60.0,2.0,411.0,368.0,2124.0,411.0,368.0,2274.0,60.0,150.0,106.0,115.0,0.0,108.0,0.0,0.0,0.0,121.0,86.0,26150
127,2017-06-12,7400.0,246.0,13563.0,11542.0,12995.0,57.0,5650.0,76.5,253.0,247.0,365.0,265.0,5550.0,12152.0,56.5,9000.0,14550.0,11896.0,7850.0,360.0,2400.0,2797.5,18250.0,152.0,4110.0,12885.0,8150.0,271.0,7227.0,5825.0,4702.0,3753.0,2440.0,39.0,648.0,240.0,425.0,9445.0,4249.0,2436.0,306.0,255.0,3318.0,1440.0,4082.0,6330.0,2087.0,411.0,2275.0,368.0,526.0,154.0,60.0,2.0,411.0,368.0,2124.0,411.0,368.0,2274.0,60.0,150.0,106.0,115.0,0.0,108.0,0.0,0.0,0.0,121.0,86.0,26150
128,2017-06-19,7400.0,247.0,13437.0,11564.0,12815.0,56.0,5650.0,75.5,253.0,248.0,350.0,265.0,5550.0,12029.0,55.5,9000.0,14550.0,11708.0,7850.0,355.0,2400.0,2797.5,18250.0,149.0,4110.0,12828.0,8150.0,272.0,7227.0,5825.0,4702.0,3753.0,2440.0,39.0,648.0,240.0,425.0,9445.0,4249.0,2436.0,306.0,255.0,3318.0,1440.0,4082.0,6330.0,2087.0,411.0,2275.0,368.0,526.0,154.0,60.0,2.0,411.0,368.0,2124.0,411.0,368.0,2274.0,60.0,150.0,106.0,115.0,0.0,108.0,0.0,0.0,0.0,121.0,86.0,26350
129,2017-06-26,7400.0,249.0,13389.0,11545.0,12826.0,54.0,5650.0,75.5,254.0,250.0,350.0,265.0,5550.0,11762.0,54.5,9000.0,14550.0,11668.0,7850.0,350.0,2400.0,2797.5,18250.0,142.0,4110.0,12575.0,8150.0,274.0,7227.0,5825.0,4702.0,3753.0,2440.0,39.0,648.0,240.0,425.0,9445.0,4249.0,2436.0,306.0,255.0,3318.0,1440.0,4082.0,6330.0,2087.0,411.0,2275.0,368.0,526.0,154.0,60.0,2.0,411.0,368.0,2124.0,411.0,368.0,2274.0,60.0,150.0,106.0,115.0,0.0,108.0,0.0,0.0,0.0,121.0,86.0,26550
130,2017-07-03,7400.0,253.0,12917.0,11552.0,12821.0,56.0,5650.0,77.0,256.0,254.0,345.0,265.0,5550.0,11580.0,56.5,9000.0,14550.0,11677.0,7850.0,345.0,2400.0,2797.5,18250.0,143.0,4110.0,12376.0,8150.0,280.0,7227.0,5825.0,3881.0,3014.0,2415.0,39.0,653.0,234.0,436.0,9252.0,4103.0,2222.0,216.0,374.0,3311.0,1315.0,4065.0,6125.0,1907.0,376.0,2316.0,421.0,514.0,171.0,53.0,4.0,376.0,419.0,2163.0,376.0,419.0,2313.0,53.0,150.0,53.0,101.0,0.0,125.0,0.0,0.0,0.0,140.0,63.0,26650
131,2017-07-10,7400.0,262.0,12932.0,11545.0,12814.0,61.0,5650.0,85.0,267.0,263.0,340.0,275.0,5550.0,11609.0,57.0,9000.0,14550.0,11715.0,7850.0,340.0,2400.0,2797.5,18250.0,148.0,4110.0,12369.0,8150.0,288.0,7227.0,5825.0,3881.0,3014.0,2415.0,39.0,653.0,234.0,436.0,9252.0,4103.0,2222.0,216.0,374.0,3311.0,1315.0,4065.0,6125.0,1907.0,376.0,2316.0,421.0,514.0,171.0,53.0,4.0,376.0,419.0,2163.0,376.0,419.0,2313.0,53.0,150.0,53.0,101.0,0.0,125.0,0.0,0.0,0.0,140.0,63.0,28000
132,2017-07-17,6800.0,270.0,12925.0,11119.0,12808.0,63.0,5600.0,89.5,271.0,270.0,345.0,280.0,5200.0,11568.0,59.0,7900.0,12250.0,11695.0,7200.0,350.0,1900.0,2440.0,18250.0,152.0,3450.0,12478.0,7700.0,295.0,6674.0,5600.0,3881.0,3014.0,2415.0,39.0,653.0,234.0,436.0,9252.0,4103.0,2222.0,216.0,374.0,3311.0,1315.0,4065.0,6125.0,1907.0,376.0,2316.0,421.0,514.0,171.0,53.0,4.0,376.0,419.0,2163.0,376.0,419.0,2313.0,53.0,150.0,53.0,101.0,0.0,125.0,0.0,0.0,0.0,140.0,63.0,28800
133,2017-07-24,6800.0,271.0,13107.0,11124.0,12803.0,65.0,5600.0,91.5,273.0,273.0,345.0,290.0,5200.0,11583.0,60.0,7900.0,12250.0,11663.0,7200.0,350.0,1900.0,2440.0,18250.0,160.0,3450.0,12606.0,7700.0,297.0,6674.0,5600.0,3881.0,3014.0,2415.0,39.0,653.0,234.0,436.0,9252.0,4103.0,2222.0,216.0,374.0,3311.0,1315.0,4065.0,6125.0,1907.0,376.0,2316.0,421.0,514.0,171.0,53.0,4.0,376.0,419.0,2163.0,376.0,419.0,2313.0,53.0,150.0,53.0,101.0,0.0,125.0,0.0,0.0,0.0,140.0,63.0,29400
