,Цена на арматуру,Курс доллара,Производство арматуры Сортовой прокат_Арматура,Производство арматуры Сортовой прокат_Катанка,Производство сырья ЖРС_Аглоруда,Производство сырья ЖРС_Концентрат,Производство сырья ЖРС_Окатыши,Производство сырья Концентрат коксующегося угля_Жирные,Производство сырья Концентрат коксующегося угля_Отощающие,Производство сырья Металлизованная продукция_ГБЖ,Производство сырья Металлизованная продукция_ПВЖ,Производство сырья Рядовой коксующийся уголь_Газовые,Производство сырья Рядовой коксующийся уголь_Жирные,Производство сырья Рядовой коксующийся уголь_Отощающие,Производство сырья Сталь_Конвертер,Производство сырья Сталь_Сталь всего,Производство сырья Сталь_Электропечь,Производство сырья Чугун_Чугун,ПотреблениеЖРС_Агломерат,ПотреблениеЖРС_Окатыши,ПотреблениеЖРС_Аглоруда,Поставки Сортовой прокат_Арматура,Поставки Сортовой прокат_Катанка,Поставки Сортовой прокат_Прутки прочие,Поставки Концентрат коксующегося угля_Отощающие,Поставки Чугун_Литейный чугун,Поставки Чугун_Передельный чугун,Поставки ЖРС_Агломерат,Поставки ЖРС_Аглоруда,Поставки ЖРС_Окатыши,Спрос ЖРС_Агломерат,Спрос ЖРС_Аглоруда,Спрос ЖРС_Окатыши,Спрос Концентрат коксующегося угля_Отощающие,Импорт сырья ЖРС_Окатыши,Импорт сырья Концентрат коксующегося угля_Коксовые,Импорт арматуры Сортовой прокат_Катанка,Импорт арматуры Сортовой прокат_Прутки прочие,Экспорт сырья ЖРС_Концентрат,Экспорт сырья Кокс_Кокс доменный,Экспорт сырья Концентрат коксующегося угля_Коксовые,Экспорт сырья Металлизованная продукция_ГБЖ,Экспорт сырья Чугун_Литейный чугун,Экспорт сырья Чугун_Передельный чугун,Экспорт арматуры Сортовой прокат_Арматура,Экспорт арматуры Сортовой прокат_Катанка,"Концентрат коксующегося угля_Россия марка ОС FCA руб./т, без НДС","Лом_HMS 1/2 80:20, FOB EC Роттердам, $/т","Лом_3А, РФ CPT ж/д Южный ФО, руб./т, без НДС","Лом_3А, РФ CPT ж/д Сибирский ФО, руб./т, без НДС","Лом_3А, РФ CPT ж/д Центральный ФО, руб./т, без НДС","ЖРС_Китай Iron ore fines Fe 62%, CFR","Чугун_CFR Италия, $/т","Концентрат коксующегося угля_Россия марка КО FCA руб./т, без НДС","ЖРС_Российские окатыши Fe 62-65,5%, SiO2 5,8-8,65, DAP Забайкальск-Манжули, $/т","Лом_3А, РФ CPT авто Центральный ФО, руб./т, без НДС","Лом_3А, РФ CPT авто Уральский ФО, руб./т, без НДС","Лом_HMS 1/2 80:20, FOB США Восток, $/т","Лом_3А, FOB РФ Черное море, $/т","Чугун_FOB Бразилия Север, $/т","Лом_3А, РФ CPT авто Южный ФО, руб./т, без НДС","Лом_HMS 1/2 80:20, CFR ЮВА, $/т","Концентрат коксующегося угля_Россия марка КС FCA руб./т, без НДС","ГБЖ_Россия, FCA руб./т, без НДС","Лом_3А, РФ FCA ж/д респ. Татарстан, руб./т, без НДС","ЖРС_Российский концентрат Fe 62,5-67,5%, SiO2 0,78-8,51, сухой вес, DAP Забайкальск-Манжули, $/т","Концентрат коксующегося угля_Россия марка К и смеси марок К, КО FCA руб./т, без НДС","Чугун_FOB Россия Дальневосточные порты, $/т","Кокс_Россия Урал Сибирь +25, FCA руб./т., без НДС","Лом_3А, РФ FCA ж/д Московский регион, руб./т, без НДС","Концентрат коксующегося угля_Россия марка Ж+ГЖ FCA руб./т, без НДС","Чугун_FOB Россия Черное море, $/т","ЖРС_Россия аглоруда Fe 52-60%, FCA руб./т, без НДС","ЖРС_Россия концентрат Fe 64-68%, FCA руб./т, без НДС","Чугун_Россия, FCA руб./т, без НДС","Концентрат коксующегося угля_HCC Австралия, $/t FOB","ЖРС_Россия окатыши Fe 62-65,5% FCA руб./т, без НДС","ГБЖ_CFR Италия, $/т","Лом_3А, РФ CPT ж/д Уральский ФО, руб./т, без НДС","Концентрат коксующегося угля_Россия марка Ж FCA руб./т, без НДС","Лом_HMS 1/2 80:20, CFR Турция, $/т","Чугун_CFR Китай, $/т","Концентрат коксующегося угля_Средняя шихта Россия FCA руб./т, без НДС","Концентрат коксующегося угля_Россия марка ГЖ FCA руб./т, без НДС","Чугун_CFR NOLA США, $/т","Чугун_CFR Турция, $/т","ЖРС_Средневзвешенная цена окатыши Fe 62-65,5%, Россия FCA руб./т, без НДС","ЖРС_Средневзвешенная цена концентрат Fe 64-68%, Россия FCA руб./т, без НДС","ЖРС_Средневзвешенная цена аглоруда Fe 52-60%, Россия FCA руб./т, без НДС","ЖРС_Средневзвешенная цена за 1 % Fe в аглоруде, Россия FCA руб./т, без НДС","ЖРС_Средневзвешенная цена за 1 % Fe в концентрате, Россия FCA руб./т, без НДС","ЖРС_Средневзвешенная цена за 1 % Fe в окатыши, Россия FCA руб./т, без НДС","ЖРС_Украинский концентрат Fe 65-68%,  DAP граница Украины с Европой,  $/т","ЖРС_Украинские окатыши Fe 65-66%, DAP граница Украины с Европой,  $/т",Импорт цемента ЖД,Экспорт цемента ЖД,Отгрузка цемента хоппер ЖД,Отгрузка цемента остальные ЖД,Производство цемента,Импорт цемента,Экспорт цемента,Потребление цемента,Отгрузка цемента,Цена цемента с НДС,Цена цемента без НДС,Производство бетона РФ,Производство бетона МО,Производство бетона СПБ,Цена на бензин,Цена на дт
87,28500,,671,257,436,9130,3874,2350,294,232,257,378,3557,1069,3655,5770,1973,4195,415,2496,411,583,165,173,57,2,28,416,413,2289,416,413,2493,57,204,70,,,0,0,0,0,0,0,88,91,4575,216,11484,10509,11664,61,,4400.0,69.5,,,217,195,250,,225,3550,,10287,53.0,5150,,9225,10750,5075,255,1235.0,2050.0,14750,124,3225.0,,11265,5400.0,225,,4630,3975.0,,,3232.0,2123.0,1198.0,23.0,,,,,69.979,43.423,1071.832000000068,256.7329999999969,2.7115,79.63934,50.16415,2.67077519,1.328565,3745.23,4822.46,2.05919713,293.411,162.181,36.11,36.58
88,30000,,642,243,399,8874,3765,2512,298,160,216,369,3594,1206,4061,6091,1909,4477,452,2359,398,553,175,195,66,2,55,452,398,2161,452,398,2358,66,197,37,,,0,0,0,0,0,0,90,68,4575,210,11336,10694,11876,59,,4400.0,70.0,,,217,196,250,,226,3550,,10344,53.0,5150,,9525,11036,5075,255,1235.0,2350.0,14750,139,3525.0,,11689,5400.0,225,,4637,4050.0,,,3232.0,2123.0,1198.0,23.0,,,,,69.979,43.423,1071.832000000068,256.7329999999969,2.7115,79.63934,50.16415,2.67077519,1.328565,3745.23,4822.46,2.05919713,293.411,162.181,36.11,36.58
89,32000,,642,243,399,8874,3765,2512,298,160,216,369,3594,1206,4061,6091,1909,4477,452,2359,398,553,175,195,66,2,55,452,398,2161,452,398,2358,66,197,37,,,0,0,0,0,0,0,90,68,4575,209,11512,10918,12191,59,,4400.0,70.0,,,217,191,250,,225,3550,,10542,53.0,5150,,9525,11352,5075,255,1235.0,2350.0,14750,166,3525.0,,12011,5400.0,223,,4637,4050.0,,,3232.0,2123.0,1198.0,23.0,,,,,69.979,43.423,1071.832000000068,256.7329999999969,2.7115,79.63934,50.16415,2.67077519,1.328565,3745.23,4822.46,2.05919713,293.411,162.181,36.11,36.58
90,32500,,642,243,399,8874,3765,2512,298,160,216,369,3594,1206,4061,6091,1909,4477,452,2359,398,553,175,195,66,2,55,452,398,2161,452,398,2358,66,197,37,,,0,0,0,0,0,0,90,68,4575,208,11489,11193,12420,56,,4400.0,68.0,,,212,188,248,,236,3550,,10720,51.0,5150,,9525,11495,5075,245,1235.0,2350.0,14750,199,3525.0,,12257,5400.0,218,,4637,4050.0,,,3232.0,2123.0,1198.0,23.0,,,,,69.979,43.423,1071.832000000068,256.7329999999969,2.7115,79.63934,50.16415,2.67077519,1.328565,3745.23,4822.46,2.05919713,293.411,162.181,36.11,36.58
91,33300,,642,243,399,8874,3765,2512,298,160,216,369,3594,1206,4061,6091,1909,4477,452,2359,398,553,175,195,66,2,55,452,398,2161,452,398,2358,66,197,37,,,0,0,0,0,0,0,90,68,4575,204,11403,11153,12568,56,,4400.0,68.0,,,209,188,248,,230,3550,,10937,51.0,5150,,9525,11623,5075,250,1235.0,2350.0,14750,206,3525.0,,12321,5400.0,210,,4637,4050.0,,,3567.0,2298.0,1097.0,22.0,,,,,69.979,43.423,1071.832000000068,256.7329999999969,2.7115,79.63934,50.16415,2.67077519,1.328565,3745.23,4822.46,2.05919713,293.411,162.181,36.11,36.58
92,34300,,646,230,377,9220,4062,2561,327,203,226,396,3411,1465,3797,5856,1930,4366,430,2388,363,546,168,201,49,4,32,432,364,2201,432,364,2387,49,186,34,,,5,0,0,0,0,0,102,62,4575,196,11612,11111,12591,56,,4400.0,69.0,,,196,181,248,,223,3550,,11062,51.0,5150,,9525,11721,5075,243,1235.0,2350.0,14750,209,3525.0,,12279,5400.0,210,,4637,4050.0,,,3567.0,2298.0,1097.0,22.0,,,,,69.979,43.423,1071.832000000068,256.7329999999969,2.7115,79.63934,50.16415,2.67077519,1.328565,3745.23,4822.46,2.05919713,293.411,162.181,36.11,36.58
93,33700,,646,230,377,9220,4062,2561,327,203,226,396,3411,1465,3797,5856,1930,4366,430,2388,363,546,168,201,49,4,32,432,364,2201,432,364,2387,49,186,34,,,5,0,0,0,0,0,102,62,7100,201,12954,11304,13005,55,,6450.0,70.0,,,203,186,243,,223,5850,,11807,53.0,8150,,12900,12201,7700,235,1135.0,2375.0,13400,211,3435.0,,13247,8100.0,215,,7156,6050.0,,,3567.0,2298.0,1097.0,22.0,,,,,69.979,43.423,1071.832000000068,256.7329999999969,2.7115,79.63934,50.16415,2.67077519,1.328565,3745.23,4822.46,2.05919713,293.411,162.181,36.11,36.58
94,32200,,646,230,377,9220,4062,2561,327,203,226,396,3411,1465,3797,5856,1930,4366,430,2388,363,546,168,201,49,4,32,432,364,2201,432,364,2387,49,186,34,,,5,0,0,0,0,0,102,62,7100,206,12869,11273,13017,57,,6450.0,71.5,,,208,194,243,,223,5850,,11839,54.0,8150,,12900,12182,7700,240,1135.0,2375.0,13400,222,3435.0,,13132,8100.0,220,,7156,6050.0,,,3567.0,2298.0,1097.0,22.0,,,,,69.979,43.423,1071.832000000068,256.7329999999969,2.7115,79.63934,50.16415,2.67077519,1.328565,3745.23,4822.46,2.05919713,293.411,162.181,36.11,36.58
95,30400,,642,243,399,8874,3765,2512,298,160,216,369,3594,1206,4061,6091,1909,4477,452,2359,398,553,175,195,66,2,55,452,398,2161,452,398,2358,66,197,37,,,0,0,0,0,0,0,90,68,7100,213,12672,11552,12976,59,,6450.0,73.5,,,217,208,235,,228,5850,,11878,55.0,8150,,12900,12203,7700,250,1135.0,2375.0,13400,239,3435.0,,13125,8100.0,228,,7156,6050.0,,,3567.0,2298.0,1097.0,22.0,,,,,69.979,43.423,1071.832000000068,256.7329999999969,2.7115,79.63934,50.16415,2.67077519,1.328565,3745.23,4822.46,2.05919713,293.411,162.181,36.11,36.58
96,30200,,646,230,377,9220,4062,2561,327,203,226,396,3411,1465,3797,5856,1930,4366,430,2388,363,546,168,201,49,4,32,432,364,2201,432,364,2387,49,186,34,,,5,0,0,0,0,0,102,62,7100,221,12716,11786,12682,62,,6450.0,74.5,,,221,206,235,,228,5850,,11589,55.5,8150,,12900,11917,7700,270,1135.0,2375.0,13400,250,3435.0,,12621,8100.0,235,,7156,6050.0,,,3509.0,2330.0,1049.0,22.0,,,,,69.979,43.423,1071.832000000068,256.7329999999969,2.7115,79.63934,50.16415,2.67077519,1.328565,3745.23,4822.46,2.05919713,293.411,162.181,36.11,36.58
97,29800,,641,251,348,9141,3889,2602,290,235,254,368,3744,1309,3704,5690,1878,4024,351,2148,348,526,168,183,43,1,36,352,349,1960,352,349,2146,43,186,68,,,19,0,0,0,0,0,117,83,7100,237,12660,11792,12548,65,,6450.0,76.5,,,240,213,249,,233,5850,,11729,57.5,8150,,12900,11819,8700,290,1135.0,2425.0,13900,265,3300.0,,12713,8450.0,253,,7522,6625.0,,,3509.0,2330.0,1049.0,22.0,,,,,69.979,43.423,1071.832000000068,256.7329999999969,2.7115,79.63934,50.16415,2.67077519,1.328565,3745.23,4822.46,2.05919713,293.411,162.181,36.11,36.58
98,33500,,641,251,348,9141,3889,2602,290,235,254,368,3744,1309,3704,5690,1878,4024,351,2148,348,526,168,183,43,1,36,352,349,1960,352,349,2146,43,186,68,,,19,0,0,0,0,0,117,83,7100,252,12564,11584,12483,72,,6450.0,77.5,,,255,236,249,,260,5850,,11742,59.5,8150,,12900,11800,8700,315,1135.0,2425.0,13900,302,3300.0,,12866,8450.0,269,,7522,6625.0,,,3509.0,2330.0,1049.0,22.0,,,,,69.979,43.423,1071.832000000068,256.7329999999969,2.7115,79.63934,50.16415,2.67077519,1.328565,3745.23,4822.46,2.05919713,293.411,162.181,36.11,36.58
99,33500,,641,251,348,9141,3889,2602,290,235,254,368,3744,1309,3704,5690,1878,4024,351,2148,348,526,168,183,43,1,36,352,349,1960,352,349,2146,43,186,68,,,19,0,0,0,0,0,117,83,7100,255,12917,11719,12729,74,,6450.0,78.5,,,262,240,278,,273,5850,,11858,60.5,8150,,12900,12108,8700,325,1135.0,2425.0,13900,306,3300.0,,12932,8450.0,272,,7522,6625.0,,,3509.0,2330.0,1049.0,22.0,,,,,69.979,43.423,1071.832000000068,256.7329999999969,2.7115,79.63934,50.16415,2.67077519,1.328565,3745.23,4822.46,2.05919713,293.411,162.181,36.11,36.58
100,33500,,641,251,348,9141,3889,2602,290,235,254,368,3744,1309,3704,5690,1878,4024,351,2148,348,526,168,183,43,1,36,352,349,1960,352,349,2146,43,186,68,,,19,0,0,0,0,0,117,83,7100,250,13434,11561,13377,76,,6450.0,79.5,,,261,236,278,,273,5850,,12196,61.5,8150,,12900,12556,8700,320,1135.0,2425.0,13900,304,3300.0,,13254,8450.0,270,,7522,6625.0,,,3303.0,2129.0,1079.0,22.0,,,,,69.979,43.423,1071.832000000068,256.7329999999969,2.7115,79.63934,50.16415,2.67077519,1.328565,3745.23,4822.46,2.05919713,293.411,162.181,36.11,36.58
101,33500,,669,245,323,9198,3980,2728,288,261,261,338,3582,1565,3792,5949,2008,4227,378,2359,334,570,172,187,55,3,101,379,333,2268,379,333,2359,55,91,34,,,9,0,0,0,0,0,98,73,7100,248,13500,11894,13950,77,,6450.0,83.0,,,259,233,275,,271,5850,,12873,67.0,8150,,12900,13021,8700,315,1135.0,3175.0,16800,301,4600.0,,13702,8700.0,268,,7552,6650.0,,,3303.0,2129.0,1079.0,22.0,,,,,69.979,43.423,1071.832000000068,256.7329999999969,2.7115,79.63934,50.16415,2.67077519,1.328565,3745.23,4822.46,2.05919713,293.411,162.181,36.11,36.58
102,33000,,669,245,323,9198,3980,2728,288,261,261,338,3582,1565,3792,5949,2008,4227,378,2359,334,570,172,187,55,3,101,379,333,2268,379,333,2359,55,91,34,,,9,0,0,0,0,0,98,73,7100,245,14417,12144,14492,81,,6450.0,87.0,,,259,230,275,,270,5850,,13335,70.0,8150,,13100,13600,8700,310,1135.0,3175.0,16800,289,4600.0,,14300,8700.0,267,,7552,6650.0,,,3303.0,2129.0,1079.0,22.0,,,,,69.979,43.423,1071.832000000068,256.7329999999969,2.7115,79.63934,50.16415,2.67077519,1.328565,3745.23,4822.46,2.05919713,293.411,162.181,36.11,36.58
103,32500,,669,245,323,9198,3980,2728,288,261,261,338,3582,1565,3792,5949,2008,4227,378,2359,334,570,172,187,55,3,101,379,333,2268,379,333,2359,55,91,34,,,9,0,0,0,0,0,98,73,7100,251,15094,13327,15385,82,,6450.0,88.0,,,270,255,300,,285,5850,,14171,70.5,8150,,13100,14403,8700,315,1135.0,3175.0,16800,254,4600.0,,14942,8700.0,279,,7552,6650.0,,,3303.0,2129.0,1079.0,22.0,,,,,69.979,43.423,1071.832000000068,256.7329999999969,2.7115,79.63934,50.16415,2.67077519,1.328565,3745.23,4822.46,2.05919713,293.411,162.181,36.11,36.58
104,33750,,669,245,323,9198,3980,2728,288,261,261,338,3582,1565,3792,5949,2008,4227,378,2359,334,570,172,187,55,3,101,379,333,2268,379,333,2359,55,91,34,,,9,0,0,0,0,0,98,73,7100,259,15561,13377,15869,80,,6450.0,86.0,,,283,263,300,,285,5850,,14354,69.5,8150,,13100,14969,8700,310,1135.0,3175.0,16800,245,4600.0,,15269,8700.0,292,,7552,6650.0,,,3848.0,2696.0,1107.0,22.0,,,,,69.979,43.423,1071.832000000068,256.7329999999969,2.7115,79.63934,50.16415,2.67077519,1.328565,3745.23,4822.46,2.05919713,293.411,162.181,36.11,36.58
105,33750,,644,226,321,9006,3882,2567,303,236,251,372,3438,1379,3944,5917,1862,4319,406,2174,302,548,162,179,50,2,79,407,301,2024,407,301,2175,50,151,51,,,63,0,0,0,0,0,96,65,7100,259,16085,13393,15878,80,,6450.0,86.0,,,283,263,300,,285,5850,,14467,69.5,8150,,13100,15046,8700,310,1135.0,3175.0,16800,228,4600.0,,15323,8700.0,292,,7552,6650.0,,,3848.0,2696.0,1107.0,22.0,,,,,69.979,43.423,1071.832000000068,256.7329999999969,2.7115,79.63934,50.16415,2.67077519,1.328565,3745.23,4822.46,2.05919713,293.411,162.181,36.11,36.58
106,33750,,644,226,321,9006,3882,2567,303,236,251,372,3438,1379,3944,5917,1862,4319,406,2174,302,548,162,179,50,2,79,407,301,2024,407,301,2175,50,151,51,,,63,0,0,0,0,0,96,65,7375,259,15579,13553,15705,78,,6450.0,104.0,,,283,263,300,,285,6300,15100.0,14420,83.0,10650,,13725,15038,11750,310,1360.0,3975.0,20850,210,5200.0,,15322,10700.0,292,,9311,8475.0,,,3848.0,2696.0,1107.0,22.0,,,,,69.979,43.423,1071.832000000068,256.7329999999969,2.7115,79.63934,50.16415,2.67077519,1.328565,3745.23,4822.46,2.05919713,293.411,162.181,36.11,36.58
107,33750,,644,226,321,9006,3882,2567,303,236,251,372,3438,1379,3944,5917,1862,4319,406,2174,302,548,162,179,50,2,79,407,301,2024,407,301,2175,50,151,51,,,63,0,0,0,0,0,96,65,7375,256,16093,13449,15861,80,,6450.0,104.0,,,280,260,300,,281,6300,15100.0,14583,84.0,10650,,13725,15072,11750,310,1360.0,3975.0,20850,188,5200.0,,15312,10700.0,288,,9311,8475.0,,,3848.0,2696.0,1107.0,22.0,,,,,69.979,43.423,1071.832000000068,256.7329999999969,2.7115,79.63934,50.16415,2.67077519,1.328565,3745.23,4822.46,2.05919713,293.411,162.181,36.11,36.58
108,33000,,644,226,321,9006,3882,2567,303,236,251,372,3438,1379,3944,5917,1862,4319,406,2174,302,548,162,179,50,2,79,407,301,2024,407,301,2175,50,151,51,,,63,0,0,0,0,0,96,65,7375,249,15659,13468,15838,82,,6450.0,104.5,,,275,253,300,,277,6300,15100.0,14478,84.5,10650,,13725,14887,11750,315,1360.0,3975.0,20850,176,5200.0,,15315,10700.0,280,,9311,8475.0,,,3848.0,2696.0,1107.0,22.0,,,,,69.979,43.423,1071.832000000068,256.7329999999969,2.7115,79.63934,50.16415,2.67077519,1.328565,3745.23,4822.46,2.05919713,293.411,162.181,36.11,36.58
109,32600,,644,226,321,9006,3882,2567,303,236,251,372,3438,1379,3944,5917,1862,4319,406,2174,302,548,162,179,50,2,79,407,301,2024,407,301,2175,50,151,51,,,63,0,0,0,0,0,96,65,7375,219,15439,13396,15868,82,,6450.0,104.5,,,246,223,280,,265,6300,14550.0,14480,84.5,10650,,13725,14812,11750,300,1360.0,3975.0,20850,173,5200.0,,15328,10700.0,250,,9311,8475.0,,,4886.0,3813.0,1554.0,29.0,,,,,69.979,43.423,1071.832000000068,256.7329999999969,2.7115,79.63934,50.16415,2.67077519,1.328565,3745.23,4822.46,2.05919713,293.411,162.181,36.11,36.58
110,32000,,616,243,366,9185,4111,2673,287,240,262,367,3632,1416,4193,6222,1926,4465,408,2418,311,475,160,158,38,2,50,408,311,2224,408,311,2419,38,195,46,,,55,0,0,0,0,0,145,83,12250,206,15233,13426,15642,83,,9250.0,104.5,,,235,209,280,,265,8250,14550.0,14685,84.5,13500,,17500,14607,12750,290,2150.0,3775.0,20850,171,5025.0,,15303,12600.0,235,,11326,9150.0,,,4886.0,3813.0,1554.0,29.0,,,,,69.979,43.423,1071.832000000068,256.7329999999969,2.7115,79.63934,50.16415,2.67077519,1.328565,3745.23,4822.46,2.05919713,293.411,162.181,36.11,36.58
111,31300,,616,243,366,9185,4111,2673,287,240,262,367,3632,1416,4193,6222,1926,4465,408,2418,311,475,160,158,38,2,50,408,311,2224,408,311,2419,38,195,46,,,55,0,0,0,0,0,145,83,12250,222,14945,13381,15229,83,285.5,9250.0,104.5,,,246,222,313,,265,8250,14550.0,14280,84.5,13500,,17500,14201,12750,310,2150.0,3775.0,20850,168,5025.0,,15412,12600.0,251,,11326,9150.0,312.0,297.5,4886.0,3813.0,1554.0,29.0,,,,,69.979,43.423,1071.832000000068,256.7329999999969,2.7115,79.63934,50.16415,2.67077519,1.328565,3745.23,4822.46,2.05919713,293.411,162.181,36.11,36.58
112,30300,,616,243,366,9185,4111,2673,287,240,262,367,3632,1416,4193,6222,1926,4465,408,2418,311,475,160,158,38,2,50,408,311,2224,408,311,2419,38,195,46,,,55,0,0,0,0,0,145,83,12250,246,14799,13348,14854,91,312.5,9250.0,111.5,,,270,245,313,,280,8250,14550.0,14234,86.0,13500,,17500,13780,12750,328,2150.0,3775.0,20850,155,5025.0,,15315,12600.0,275,,11326,9150.0,325.0,315.0,4886.0,3813.0,1554.0,29.0,,,,,69.979,43.423,1071.832000000068,256.7329999999969,2.7115,79.63934,50.16415,2.67077519,1.328565,3745.23,4822.46,2.05919713,293.411,162.181,36.11,36.58
113,30500,,616,243,366,9185,4111,2673,287,240,262,367,3632,1416,4193,6222,1926,4465,408,2418,311,475,160,158,38,2,50,408,311,2224,408,311,2419,38,195,46,,,55,0,0,0,0,0,145,83,12250,254,14729,13155,14506,93,322.5,9250.0,114.0,,,277,252,320,,280,8250,14550.0,13702,87.5,13500,,17500,13357,12750,340,2150.0,3775.0,20850,159,5025.0,,14552,12600.0,282,,11326,9150.0,345.0,343.0,4827.0,3794.0,1884.0,32.0,,,,,69.979,43.423,1071.832000000068,256.7329999999969,2.7115,79.63934,50.16415,2.67077519,1.328565,3745.23,4822.46,2.05919713,293.411,162.181,36.11,36.58
114,30700,,531,213,278,9357,4403,2721,387,215,263,499,3549,1306,4084,6090,1855,4445,399,2330,255,439,160,166,46,1,43,399,255,2079,399,255,2329,46,250,56,1.0,5.0,90,33,117,0,0,0,92,53,12000,259,14708,13098,14184,92,352.5,9150.0,117.5,,,280,255,335,,285,8250,11800.0,12842,92.0,13500,,17500,13070,12750,360,2375.0,3925.0,20850,162,5175.0,,13624,12600.0,285,,11288,9050.0,370.0,362.5,4827.0,3794.0,1884.0,32.0,,,,,69.979,43.423,1071.832000000068,256.7329999999969,2.7115,79.63934,50.16415,2.67077519,1.328565,3745.23,4822.46,2.05919713,293.411,162.181,36.11,36.58
115,30600,,531,213,278,9357,4403,2721,387,215,263,499,3549,1306,4084,6090,1855,4445,399,2330,255,439,160,166,46,1,43,399,255,2079,399,255,2329,46,250,56,1.0,5.0,90,33,117,0,0,0,92,53,12000,269,14310,12284,13438,87,372.5,9150.0,115.5,,,287,271,355,,290,8250,11800.0,12538,90.5,13500,,17500,12744,12750,365,2375.0,3925.0,20850,161,5175.0,,13321,12600.0,299,,11288,9050.0,370.0,362.5,4827.0,3794.0,1884.0,32.0,,,,,69.979,43.423,1071.832000000068,256.7329999999969,2.7115,79.63934,50.16415,2.67077519,1.328565,3745.23,4822.46,2.05919713,293.411,162.181,36.11,36.58
116,30400,,531,213,278,9357,4403,2721,387,215,263,499,3549,1306,4084,6090,1855,4445,399,2330,255,439,160,166,46,1,43,399,255,2079,399,255,2329,46,250,56,1.0,5.0,90,33,117,0,0,0,92,53,12000,268,14112,12269,13515,91,387.5,9150.0,117.5,,,285,270,390,,287,8250,11800.0,12330,92.5,13500,,17500,12395,12750,385,2375.0,3925.0,20850,160,5175.0,,13198,12600.0,298,,11288,9050.0,386.5,398.5,4827.0,3794.0,1884.0,32.0,,,,,69.979,43.423,1071.832000000068,256.7329999999969,2.7115,79.63934,50.16415,2.67077519,1.328565,3745.23,4822.46,2.05919713,293.411,162.181,36.11,36.58
117,29800,,531,213,278,9357,4403,2721,387,215,263,499,3549,1306,4084,6090,1855,4445,399,2330,255,439,160,166,46,1,43,399,255,2079,399,255,2329,46,250,56,1.0,5.0,90,33,117,0,0,0,92,53,12000,250,13877,11824,13479,86,387.5,9150.0,115.5,,,265,257,390,,280,8250,11800.0,12385,90.5,13500,,17500,12440,12750,395,2375.0,3925.0,20850,155,5175.0,,13263,12600.0,276,,11288,9050.0,386.5,387.5,5189.0,3889.0,2176.0,36.0,,,,,69.979,43.423,1071.832000000068,256.7329999999969,2.7115,79.63934,50.16415,2.67077519,1.328565,3745.23,4822.46,2.05919713,293.411,162.181,36.11,36.58
118,29500,,524,210,355,8339,3848,2356,301,221,237,354,2911,1416,3575,5542,1834,3977,370,1962,293,422,138,179,64,1,40,370,293,1759,370,293,1959,64,200,69,1.0,13.0,114,0,112,0,0,0,102,71,12000,241,13792,11814,13477,81,377.5,9150.0,112.5,,,255,249,380,,280,8250,11800.0,12348,87.5,13500,,17500,12408,12750,390,2375.0,3925.0,20850,155,5175.0,,13316,12600.0,267,,11288,9050.0,390.0,367.5,5189.0,3889.0,2176.0,36.0,,,,,69.979,43.423,1071.832000000068,256.7329999999969,2.7115,79.63934,50.16415,2.67077519,1.328565,3745.23,4822.46,2.05919713,293.411,162.181,36.41,36.69
119,28200,,524,210,355,8339,3848,2356,301,221,237,354,2911,1416,3575,5542,1834,3977,370,1962,293,422,138,179,64,1,40,370,293,1759,370,293,1959,64,200,69,1.0,13.0,114,0,112,0,0,0,102,71,7400,247,13543,11738,13400,79,372.5,5650.0,111.5,,,260,255,370,,280,5550,11500.0,12384,84.0,9000,,14775,12281,7900,390,2375.0,4175.0,21250,214,5825.0,,13269,8300.0,275,,7242,5675.0,380.0,362.5,5189.0,3889.0,2176.0,36.0,,,,,69.979,43.423,1071.832000000068,256.7329999999969,2.7115,79.63934,50.16415,2.67077519,1.328565,3745.23,4822.46,2.05919713,293.411,162.181,36.41,36.69
120,27500,,524,210,355,8339,3848,2356,301,221,237,354,2911,1416,3575,5542,1834,3977,370,1962,293,422,138,179,64,1,40,370,293,1759,370,293,1959,64,200,69,1.0,13.0,114,0,112,0,0,0,102,71,7400,246,13631,11707,13392,71,372.5,5650.0,104.5,,,258,254,370,,275,5550,11500.0,12310,80.0,9000,,14775,12245,7900,387,2375.0,4175.0,21250,285,5825.0,,13199,8300.0,274,,7242,5675.0,392.0,362.5,5189.0,3889.0,2176.0,36.0,,,,,69.979,43.423,1071.832000000068,256.7329999999969,2.7115,79.63934,50.16415,2.67077519,1.328565,3745.23,4822.46,2.05919713,293.411,162.181,36.41,36.69
121,26500,,524,210,355,8339,3848,2356,301,221,237,354,2911,1416,3575,5542,1834,3977,370,1962,293,422,138,179,64,1,40,370,293,1759,370,293,1959,64,200,69,1.0,13.0,114,0,112,0,0,0,102,71,7400,238,13731,11652,13268,65,372.5,5650.0,102.5,,,249,243,365,,275,5550,11500.0,12225,77.5,9000,,14775,12192,7900,385,2375.0,4175.0,21250,268,5825.0,,13215,8300.0,265,,7242,5675.0,382.5,362.5,5189.0,3889.0,2176.0,36.0,,,,,69.979,43.423,1071.832000000068,256.7329999999969,2.7115,79.63934,50.16415,2.67077519,1.328565,3745.23,4822.46,2.05919713,293.411,162.181,36.41,36.69
