Date,Price,Open,High,Low,Vol.,Change %
08.06.2021,64.56,64.9,65.61,64.2,21.84,-0.22
07.06.2021,64.7,64.44,64.89,63.56,20.54,0.4
04.06.2021,64.44,64.98,64.99,63.6,21.84,-0.83
03.06.2021,64.98,65.85,65.97,64.41,20.24,-1.13
02.06.2021,65.72,64.14,65.73,64.01,36.33,2.67
01.06.2021,64.01,63.29,64.1,62.76,27.46,1.33
31.05.2021,63.17,62.54,63.2,61.82,21.85,0.21
28.05.2021,63.03,63.58,63.6,62.46,23.5,-0.7
27.05.2021,63.48,64.15,64.35,63.0,24.52,-1.66
26.05.2021,64.55,65.39,66.05,63.46,42.96,-1.17
25.05.2021,65.32,65.24,65.58,64.9,11.59,0.15
24.05.2021,65.22,65.5,65.71,64.61,21.21,-0.58
21.05.2021,65.6,65.45,66.29,64.93,44.35,0.31
20.05.2021,65.4,62.47,65.65,62.46,46.07,3.95
19.05.2021,62.92,63.81,64.09,62.1,36.78,-1.85
18.05.2021,64.1,63.28,65.13,62.71,35.06,1.3
17.05.2021,63.28,63.97,63.97,62.55,13.36,-0.66
14.05.2021,63.7,63.5,63.9,62.3,18.7,0.58
13.05.2021,63.33,63.28,63.51,61.6,33.54,0.01
12.05.2021,63.33,63.8,64.22,63.33,16.21,-0.79
11.05.2021,63.83,64.0,64.6,63.0,27.56,-1.0
10.05.2021,64.47,65.5,65.87,64.05,38.78,-1.5
07.05.2021,65.46,65.18,65.75,64.81,29.07,0.62
06.05.2021,65.05,65.58,65.94,64.13,35.87,-0.82
05.05.2021,65.58,65.13,65.79,64.08,34.66,0.47
04.05.2021,65.28,65.19,66.09,64.5,36.52,0.02
30.04.2021,65.26,66.47,66.93,64.84,28.13,-2.31
29.04.2021,66.81,66.94,67.75,65.93,38.4,0.21
28.04.2021,66.67,65.3,67.0,65.26,91.1,1.55
27.04.2021,65.65,69.35,69.36,64.64,159.75,-5.18
26.04.2021,69.24,70.51,71.88,68.32,40.91,-1.54
23.04.2021,70.32,69.67,70.47,68.5,25.0,1.93
22.04.2021,68.99,68.47,70.14,67.56,41.09,0.88
21.04.2021,68.39,67.17,68.74,66.72,64.17,1.44
20.04.2021,67.42,68.78,69.79,66.82,40.94,-1.84
19.04.2021,68.68,69.15,71.38,67.27,98.77,-0.21
16.04.2021,68.82,65.79,68.91,65.42,41.64,5.08
15.04.2021,65.5,64.4,65.79,64.04,15.7,1.24
14.04.2021,64.69,65.5,65.79,63.66,33.2,-0.9
13.04.2021,65.28,65.04,66.5,64.5,44.87,0.75
12.04.2021,64.79,61.95,65.0,61.6,37.27,4.53
09.04.2021,61.99,62.01,62.4,61.18,29.54,-0.3
08.04.2021,62.17,61.9,62.96,61.27,36.32,0.61
07.04.2021,61.79,60.0,61.85,58.94,58.9,2.37
06.04.2021,60.37,60.17,60.95,59.44,29.92,0.46
05.04.2021,60.09,59.5,60.42,58.38,25.36,0.75
02.04.2021,59.65,59.6,60.36,59.38,12.61,-0.1
01.04.2021,59.71,61.3,61.55,59.12,39.57,-1.94
31.03.2021,60.88,58.7,61.99,58.49,65.85,4.15
30.03.2021,58.46,57.51,58.78,57.5,39.96,1.47
29.03.2021,57.62,55.99,58.13,55.67,54.46,2.81
26.03.2021,56.04,54.0,56.21,54.0,42.65,4.15
25.03.2021,53.81,53.6,54.43,53.38,21.8,0.62
24.03.2021,53.47,53.08,53.95,52.8,16.47,0.93
23.03.2021,52.98,53.65,53.74,52.9,11.28,-1.49
22.03.2021,53.78,54.54,54.6,53.33,23.34,-1.14
19.03.2021,54.4,53.94,54.7,53.5,23.77,1.47
18.03.2021,53.61,54.25,55.1,53.17,33.98,-1.42
17.03.2021,54.38,55.22,55.43,53.6,28.04,-1.66
16.03.2021,55.3,55.79,55.79,54.72,19.94,-0.9
15.03.2021,55.8,55.95,56.4,55.16,26.17,0.19
12.03.2021,55.69,55.29,56.09,54.53,27.4,1.27
11.03.2021,54.99,53.92,55.2,53.6,32.44,2.58
10.03.2021,53.61,53.26,53.94,52.77,17.2,0.39
09.03.2021,53.4,54.74,55.3,52.6,32.25,-2.31
05.03.2021,54.66,54.51,54.69,53.45,27.16,0.48
04.03.2021,54.4,56.2,56.42,54.1,32.05,-3.1
03.03.2021,56.14,55.11,56.66,55.03,41.93,2.14
02.03.2021,54.97,55.0,55.4,54.37,25.62,-0.25
01.03.2021,55.1,54.5,55.19,53.7,29.6,1.65
26.02.2021,54.21,52.55,54.8,52.04,57.75,2.1
25.02.2021,53.09,52.51,54.22,51.54,57.31,1.05
24.02.2021,52.54,52.92,52.92,51.8,31.75,-1.04
22.02.2021,53.09,52.44,53.66,51.68,26.9,1.51
20.02.2021,52.3,52.0,52.7,51.69,9.04,1.1
19.02.2021,51.73,50.9,52.1,49.9,27.75,1.25
18.02.2021,51.09,52.17,52.17,50.71,14.07,-2.02
17.02.2021,52.15,52.5,53.29,51.5,30.92,-0.52
16.02.2021,52.42,52.0,52.95,51.5,20.77,1.15
15.02.2021,51.82,52.22,53.13,51.29,21.11,-0.52
12.02.2021,52.09,51.49,52.1,49.14,38.0,1.24
11.02.2021,51.45,51.83,51.87,51.26,17.05,-0.69
10.02.2021,51.81,51.86,51.99,51.46,15.02,-0.06
09.02.2021,51.83,52.35,52.38,51.33,25.15,-0.8
08.02.2021,52.26,52.28,52.53,51.36,28.33,0.22
05.02.2021,52.14,53.18,53.18,51.45,32.14,-1.76
04.02.2021,53.08,53.49,53.65,52.71,22.67,-0.75
03.02.2021,53.47,53.0,53.55,52.9,16.96,0.89
02.02.2021,53.01,53.7,54.12,52.89,36.99,-1.09
01.02.2021,53.59,52.15,53.73,52.0,49.65,3.27
29.01.2021,51.9,51.77,52.19,50.88,50.34,-0.5
28.01.2021,52.15,52.87,52.98,51.58,49.97,-1.66
27.01.2021,53.03,54.58,54.71,52.83,41.0,-2.53
26.01.2021,54.41,54.26,54.7,53.67,25.23,-0.78
25.01.2021,54.83,55.28,55.91,53.81,30.16,-0.79
22.01.2021,55.27,55.79,56.0,53.83,48.17,-1.05
21.01.2021,55.85,57.19,57.24,55.15,49.84,-2.12
20.01.2021,57.06,57.5,57.69,56.78,20.4,-0.45
19.01.2021,57.33,57.01,57.5,56.85,26.92,0.82
18.01.2021,56.86,56.13,57.5,55.57,32.98,1.08
15.01.2021,56.25,57.12,57.75,56.06,42.94,-1.22
14.01.2021,56.94,54.59,57.22,53.9,89.44,4.1
13.01.2021,54.7,55.5,55.8,53.82,77.33,-5.38
12.01.2021,57.81,57.78,58.21,57.42,48.47,-0.18
11.01.2021,57.92,57.7,58.35,57.11,39.09,0.39
08.01.2021,57.69,56.85,57.7,56.81,34.47,1.64
06.01.2021,56.76,57.0,57.2,56.4,19.28,-0.42
05.01.2021,57.0,57.15,57.28,56.35,25.54,0.12
04.01.2021,56.93,56.0,57.2,56.0,29.12,1.96
30.12.2020,55.83,57.12,57.66,55.23,47.33,-1.91
29.12.2020,56.92,58.29,58.76,55.02,73.76,-2.58
28.12.2020,58.43,58.01,59.09,56.58,49.01,0.84
25.12.2020,57.94,56.31,57.99,56.31,32.7,2.9
24.12.2020,56.31,54.8,56.9,54.76,46.45,2.9
23.12.2020,54.72,53.5,54.75,53.17,33.5,2.34
22.12.2020,53.47,51.49,53.75,51.26,42.47,2.88
21.12.2020,51.98,52.2,52.39,50.22,41.04,-0.99
18.12.2020,52.5,52.8,53.19,51.43,29.4,-0.96
17.12.2020,53.01,53.2,53.77,52.62,47.81,0.4
16.12.2020,52.8,51.9,53.4,50.87,60.54,1.66
15.12.2020,51.94,50.7,52.36,50.63,48.12,1.94
14.12.2020,50.95,48.86,51.88,48.72,54.15,4.34
11.12.2020,48.83,48.42,49.28,48.26,21.41,1.35
10.12.2020,48.18,47.06,48.93,47.01,49.45,2.51
09.12.2020,47.0,47.31,47.92,46.88,36.43,-0.88
08.12.2020,47.42,47.52,49.62,46.1,98.76,-0.17
07.12.2020,47.49,44.81,47.8,44.69,74.21,5.92
04.12.2020,44.84,44.6,45.24,44.21,37.41,1.0
03.12.2020,44.4,45.4,45.49,43.9,48.24,-1.98
02.12.2020,45.29,43.58,45.42,43.5,64.13,3.88
01.12.2020,43.6,43.5,43.99,42.51,75.49,0.28
30.11.2020,43.48,42.69,44.07,41.07,287.9,1.47
27.11.2020,42.85,42.81,43.15,42.13,35.49,0.41
26.11.2020,42.67,42.69,43.04,42.25,20.04,0.36
25.11.2020,42.52,42.1,42.62,41.83,21.57,0.95
24.11.2020,42.12,41.92,42.28,41.8,16.93,0.48
23.11.2020,41.92,41.82,42.42,41.47,17.41,0.34
20.11.2020,41.78,41.83,42.08,41.49,14.76,-0.7
19.11.2020,42.08,41.79,42.76,41.58,26.26,0.53
18.11.2020,41.85,42.5,42.99,41.67,29.44,-1.66
17.11.2020,42.56,43.0,43.46,42.1,34.12,-1.02
16.11.2020,43.0,41.98,43.08,41.7,37.83,3.22
13.11.2020,41.66,40.85,41.91,40.68,22.42,1.98
12.11.2020,40.85,41.07,42.1,40.1,54.86,-0.54
11.11.2020,41.07,38.58,41.7,38.13,110.07,4.9
10.11.2020,39.15,39.2,39.79,38.9,38.3,-0.1
09.11.2020,39.19,39.24,39.53,38.26,57.69,0.38
06.11.2020,39.04,38.78,39.13,38.31,34.66,0.62
05.11.2020,38.8,39.06,39.71,38.2,44.26,0.26
03.11.2020,38.7,37.8,39.0,37.8,41.7,2.38
02.11.2020,37.8,37.19,38.27,36.9,29.44,1.64
30.10.2020,37.19,36.14,37.66,35.69,35.08,2.1
29.10.2020,36.42,35.92,36.63,35.56,26.6,2.55
28.10.2020,35.52,35.88,36.08,35.3,27.08,-1.2
27.10.2020,35.95,36.83,36.92,35.73,26.06,-2.14
26.10.2020,36.74,37.07,37.31,36.51,18.79,-1.44
23.10.2020,37.27,37.22,37.53,37.18,22.31,-0.77
22.10.2020,37.56,36.38,37.6,36.27,46.36,3.49
21.10.2020,36.29,35.65,36.42,35.65,21.86,1.95
20.10.2020,35.6,34.94,35.63,34.83,15.03,2.09
19.10.2020,34.87,35.13,35.25,34.6,12.65,-0.16
16.10.2020,34.92,34.88,35.44,34.53,18.66,0.23
15.10.2020,34.85,35.5,35.65,34.58,25.42,-1.86
14.10.2020,35.51,35.12,35.56,35.12,15.81,0.72
13.10.2020,35.25,36.07,36.35,35.05,25.25,-2.31
12.10.2020,36.08,35.94,36.25,35.66,21.85,0.63
09.10.2020,35.86,36.7,36.7,35.63,31.43,-2.02
08.10.2020,36.6,36.89,36.94,36.38,18.64,-0.53
07.10.2020,36.79,37.28,37.31,36.42,20.29,-0.86
06.10.2020,37.12,37.66,38.05,37.08,25.04,-1.33
05.10.2020,37.62,38.3,38.35,37.28,30.5,-1.79
02.10.2020,38.3,38.15,38.47,37.63,10.11,0.39
01.10.2020,38.15,38.83,38.98,38.13,11.46,-1.24
30.09.2020,38.63,38.76,39.15,38.49,13.6,-1.35
29.09.2020,39.16,38.91,39.35,38.21,15.17,0.54
28.09.2020,38.95,38.38,39.24,38.31,13.3,1.43
25.09.2020,38.4,38.01,38.77,37.83,18.09,0.87
24.09.2020,38.07,39.47,39.47,37.6,27.6,-3.04
23.09.2020,39.26,38.9,40.04,38.63,32.96,0.9
22.09.2020,38.92,38.74,39.15,38.06,32.82,-1.51
21.09.2020,39.51,39.61,39.9,39.04,20.4,-0.25
18.09.2020,39.61,39.33,39.97,38.97,26.1,0.66
17.09.2020,39.35,38.56,39.65,38.24,22.38,2.17
16.09.2020,38.51,39.19,39.24,38.35,15.7,-1.55
15.09.2020,39.12,38.7,39.35,38.51,21.9,1.27
14.09.2020,38.63,37.22,38.69,37.22,24.33,3.18
11.09.2020,37.44,37.1,37.65,36.89,24.73,1.24
10.09.2020,36.98,37.51,37.56,36.53,20.15,-1.33
09.09.2020,37.48,36.35,37.52,36.21,22.08,3.09
08.09.2020,36.35,36.99,37.18,36.15,27.86,-1.56
07.09.2020,36.93,37.01,37.42,36.66,15.92,-0.71
04.09.2020,37.19,36.9,37.44,36.9,13.61,0.61
03.09.2020,36.97,37.65,37.74,36.85,20.01,-1.88
02.09.2020,37.68,38.3,38.38,37.33,25.19,-1.7
01.09.2020,38.33,37.99,38.34,37.65,12.0,1.27
31.08.2020,37.85,38.65,38.85,37.55,24.17,-1.94
28.08.2020,38.6,38.9,38.9,38.33,10.46,-0.58
27.08.2020,38.83,39.55,39.67,38.58,12.9,-1.92
26.08.2020,39.58,39.51,39.79,39.44,7.07,-0.11
25.08.2020,39.63,39.74,39.95,39.39,9.41,-0.38
24.08.2020,39.78,39.86,40.04,39.59,5.15,0.29
21.08.2020,39.67,40.02,40.19,39.31,9.75,-0.56
20.08.2020,39.89,40.3,40.35,39.7,10.98,-1.18
19.08.2020,40.37,39.51,40.79,39.42,24.86,2.18
18.08.2020,39.51,40.0,40.02,39.4,11.79,-1.24
17.08.2020,40.0,40.0,40.17,39.65,9.22,0.21
14.08.2020,39.92,40.21,40.21,39.6,17.91,-0.47
13.08.2020,40.1,40.17,40.38,39.68,21.28,0.05
12.08.2020,40.08,39.4,40.99,39.19,20.89,1.76
11.08.2020,39.39,39.65,39.65,39.34,14.24,-0.37
10.08.2020,39.53,39.63,39.74,39.3,7.6,-0.2
07.08.2020,39.62,40.0,40.08,39.25,6.85,-0.97
06.08.2020,40.01,40.18,40.46,39.65,16.6,-0.42
05.08.2020,40.17,40.31,40.38,39.96,14.01,0.2
04.08.2020,40.1,39.9,40.31,39.55,16.28,0.84
03.08.2020,39.76,39.85,40.1,39.5,9.18,-0.5
31.07.2020,39.96,39.28,39.96,38.77,21.19,1.72
30.07.2020,39.28,39.9,39.94,38.64,18.77,-1.54
29.07.2020,39.9,40.25,40.25,39.31,19.64,-1.23
28.07.2020,40.4,39.21,40.44,39.21,22.47,3.25
27.07.2020,39.13,39.3,39.83,39.06,21.37,-0.09
24.07.2020,39.16,38.5,39.16,38.22,13.89,0.93
23.07.2020,38.8,38.8,39.13,38.6,7.72,0.03
22.07.2020,38.79,39.24,39.24,38.4,15.61,-0.94
21.07.2020,39.16,38.47,39.3,38.41,17.96,2.25
20.07.2020,38.3,38.2,38.4,37.77,9.87,0.52
17.07.2020,38.1,38.49,38.63,37.92,9.64,-0.59
16.07.2020,38.33,38.71,39.17,38.28,15.65,-1.73
15.07.2020,39.0,38.69,39.06,38.4,15.06,1.11
14.07.2020,38.57,37.75,38.57,37.31,15.5,2.39
13.07.2020,37.67,38.65,38.93,37.67,16.17,-2.51
10.07.2020,38.64,38.51,38.67,38.31,5.75,-0.09
09.07.2020,38.67,38.56,38.76,38.26,11.59,0.95
08.07.2020,38.31,38.14,38.6,38.07,9.1,0.45
07.07.2020,38.14,38.69,38.94,37.92,20.37,-1.09
06.07.2020,38.56,38.01,38.96,38.01,16.57,1.61
03.07.2020,37.95,37.82,38.26,37.63,13.65,0.92
02.07.2020,37.6,37.16,37.8,37.16,17.88,1.68
30.06.2020,36.99,37.35,37.81,36.99,21.2,-0.58
29.06.2020,37.2,37.48,37.85,37.16,12.01,-1.35
26.06.2020,37.71,37.99,38.1,37.33,16.23,0.0
25.06.2020,37.71,38.71,38.71,37.57,31.4,-3.33
23.06.2020,39.01,39.57,39.72,38.92,10.59,-0.93
22.06.2020,39.38,39.65,39.65,38.9,11.42,-1.14
19.06.2020,39.83,40.0,40.12,39.75,21.8,0.58
18.06.2020,39.6,39.31,39.84,39.13,11.11,0.72
17.06.2020,39.31,39.89,40.44,39.31,10.29,-1.52
16.06.2020,39.92,39.15,41.02,39.05,21.48,-1.55
15.06.2020,40.55,40.8,40.8,39.96,19.11,-1.29
11.06.2020,41.08,42.5,42.5,40.91,13.79,-3.97
10.06.2020,42.78,42.42,43.83,42.12,15.22,0.34
09.06.2020,42.63,42.76,42.95,41.56,14.58,-0.83
08.06.2020,42.99,42.75,43.2,42.23,8.22,1.14
05.06.2020,42.51,42.63,42.99,42.27,4.93,-0.04
04.06.2020,42.52,42.6,43.13,41.81,12.69,-0.15
03.06.2020,42.58,41.8,43.25,41.6,15.83,2.37
02.06.2020,41.6,41.01,41.78,40.95,10.1,1.46
01.06.2020,41.0,40.78,41.15,40.16,10.85,1.38
29.05.2020,40.44,41.52,41.59,39.94,38.28,-3.32
28.05.2020,41.83,39.38,41.88,39.37,28.37,5.39
27.05.2020,39.69,39.4,39.95,38.5,12.38,0.63
26.05.2020,39.44,39.66,39.88,39.3,12.08,0.43
25.05.2020,39.27,38.19,39.8,38.19,10.19,2.91
22.05.2020,38.16,37.8,38.44,37.62,6.52,0.16
21.05.2020,38.1,38.6,39.03,37.87,10.45,-1.35
20.05.2020,38.62,37.5,38.62,37.4,15.12,2.3
19.05.2020,37.75,38.0,38.17,37.23,9.8,-0.24
18.05.2020,37.84,37.4,37.85,37.28,12.83,2.24
15.05.2020,37.01,37.34,37.76,36.89,9.48,-0.3
14.05.2020,37.12,37.17,37.33,36.72,11.64,-1.01
13.05.2020,37.5,37.68,37.77,37.09,12.92,-1.19
12.05.2020,37.95,38.16,38.26,37.35,14.71,-0.39
08.05.2020,38.1,38.62,38.75,37.85,13.94,-1.04
07.05.2020,38.5,39.2,39.63,38.45,17.48,-1.61
06.05.2020,39.13,39.68,40.05,39.12,9.24,-0.94
05.05.2020,39.5,39.7,40.0,39.26,8.43,-0.03
04.05.2020,39.51,39.89,39.98,39.02,12.35,-1.86
30.04.2020,40.26,40.4,41.06,39.86,23.0,-0.22
29.04.2020,40.35,41.98,41.98,40.12,25.12,-3.17
28.04.2020,41.67,40.6,41.95,40.09,20.11,2.38
27.04.2020,40.7,39.25,40.88,39.21,11.1,4.04
24.04.2020,39.12,39.96,40.2,39.09,9.84,-2.22
23.04.2020,40.01,40.23,40.42,39.63,11.26,0.53
22.04.2020,39.8,39.0,40.35,38.93,10.58,1.74
21.04.2020,39.12,38.9,39.4,38.26,15.44,-0.51
20.04.2020,39.32,38.8,39.65,38.35,9.66,1.52
17.04.2020,38.73,39.26,39.45,38.47,9.22,-0.13
16.04.2020,38.78,38.22,39.74,37.81,18.41,2.24
15.04.2020,37.93,39.74,39.83,37.85,11.32,-4.79
14.04.2020,39.84,39.3,40.15,39.27,9.08,1.27
13.04.2020,39.34,40.0,40.0,38.86,5.21,-1.28
10.04.2020,39.85,39.78,39.97,39.45,3.86,-0.82
09.04.2020,40.18,40.15,40.19,39.32,14.63,0.58
08.04.2020,39.95,38.9,39.95,38.65,11.64,2.36
07.04.2020,39.03,40.0,40.57,38.85,16.06,-2.13
06.04.2020,39.88,38.07,40.26,38.01,19.34,5.17
03.04.2020,37.92,37.91,38.42,37.46,22.15,-0.47
02.04.2020,38.1,38.88,39.58,37.25,23.66,-0.99
01.04.2020,38.48,37.73,38.48,37.4,21.16,-0.05
31.03.2020,38.5,36.48,38.5,36.39,24.59,6.56
30.03.2020,36.13,35.2,36.58,35.05,17.23,1.06
27.03.2020,35.75,36.9,36.97,35.22,15.9,-2.77
26.03.2020,36.77,35.62,37.06,34.73,27.6,2.42
25.03.2020,35.9,35.11,36.98,34.3,25.22,4.97
24.03.2020,34.2,34.17,35.35,34.05,22.36,3.07
23.03.2020,33.18,33.08,34.42,32.55,14.91,-2.27
20.03.2020,33.95,34.07,35.3,33.7,22.77,0.74
19.03.2020,33.7,32.0,34.0,31.23,21.18,5.31
18.03.2020,32.0,34.0,34.0,32.0,23.51,-6.57
17.03.2020,34.25,34.52,35.85,32.66,23.29,-3.25
16.03.2020,35.4,35.6,35.65,31.74,38.2,1.26
13.03.2020,34.96,35.2,36.9,34.96,26.05,-0.11
12.03.2020,35.0,37.97,37.97,35.0,30.46,-9.07
11.03.2020,38.49,39.24,39.49,38.05,13.77,0.29
10.03.2020,38.38,35.09,40.7,35.09,31.56,-0.08
06.03.2020,38.41,38.5,39.09,37.62,17.66,-2.19
05.03.2020,39.27,39.97,40.27,38.95,19.56,-0.73
04.03.2020,39.56,38.57,39.95,38.52,13.0,1.59
03.03.2020,38.94,39.7,40.15,38.53,17.16,-0.26
02.03.2020,39.04,41.49,41.49,38.05,29.64,-2.35
28.02.2020,39.98,42.01,42.37,39.16,39.31,-7.02
27.02.2020,43.0,44.02,44.54,42.67,19.0,-2.93
26.02.2020,44.3,44.12,44.76,43.26,19.57,0.45
25.02.2020,44.1,44.4,45.3,43.91,19.84,-1.78
21.02.2020,44.9,44.9,45.1,44.76,6.17,-0.33
20.02.2020,45.05,45.05,45.56,44.87,13.17,0.45
19.02.2020,44.85,45.0,45.43,44.74,7.76,-0.04
18.02.2020,44.87,45.45,45.45,44.59,10.2,-1.21
17.02.2020,45.42,45.7,45.85,45.2,7.28,-0.61
14.02.2020,45.7,45.49,45.77,45.15,9.86,0.66
13.02.2020,45.4,45.34,45.98,45.19,8.98,-0.66
12.02.2020,45.7,45.55,46.15,45.22,25.49,0.55
11.02.2020,45.45,44.56,45.65,44.51,20.86,2.39
10.02.2020,44.39,45.09,45.09,44.12,16.75,-1.64
07.02.2020,45.13,45.11,45.35,44.9,13.25,-0.22
06.02.2020,45.23,46.4,46.48,45.0,17.82,-2.1
05.02.2020,46.2,46.5,46.87,45.56,34.73,0.33
04.02.2020,46.05,45.45,46.66,44.95,32.69,1.99
03.02.2020,45.15,44.2,45.35,43.65,21.12,0.53
31.01.2020,44.91,45.8,45.8,44.74,15.2,-0.88
30.01.2020,45.31,45.05,45.8,44.77,8.03,-0.26
29.01.2020,45.43,45.55,45.85,45.21,8.5,0.24
28.01.2020,45.32,44.34,45.59,44.34,10.71,2.3
27.01.2020,44.3,44.99,45.0,44.11,16.07,-2.32
24.01.2020,45.35,45.51,46.09,45.08,8.06,0.11
23.01.2020,45.3,44.53,45.9,44.05,15.97,1.3
22.01.2020,44.72,46.06,46.72,44.5,18.21,-3.2
21.01.2020,46.2,47.3,47.38,45.8,19.38,-2.8
20.01.2020,47.53,47.12,48.92,46.9,21.9,0.93
17.01.2020,47.09,45.1,47.48,44.96,26.71,4.41
16.01.2020,45.1,44.51,45.1,44.22,16.24,1.58
15.01.2020,44.4,44.28,44.72,43.51,21.09,0.27
14.01.2020,44.28,43.33,44.4,43.29,34.2,-0.74
13.01.2020,44.61,43.62,44.61,43.5,30.4,2.93
10.01.2020,43.34,42.76,43.5,42.74,15.26,1.38
09.01.2020,42.75,42.41,42.91,42.33,14.13,1.11
08.01.2020,42.28,42.15,42.53,41.91,9.92,-0.05
06.01.2020,42.3,42.41,42.47,41.83,6.51,-0.59
03.01.2020,42.55,42.48,42.8,42.17,7.27,1.43
30.12.2019,41.95,42.2,42.57,41.91,8.12,-0.4
27.12.2019,42.12,41.45,42.28,41.45,7.52,1.71
26.12.2019,41.41,41.1,41.5,41.0,4.17,0.63
25.12.2019,41.15,41.14,41.2,41.0,2.56,0.22
24.12.2019,41.06,41.12,41.2,41.02,2.71,-0.15
23.12.2019,41.12,40.8,41.19,40.8,8.5,0.78
20.12.2019,40.8,41.25,41.25,40.73,8.1,-0.54
19.12.2019,41.02,41.03,41.3,40.8,9.76,0.0
18.12.2019,41.02,41.6,41.65,40.81,21.0,-1.44
17.12.2019,41.62,41.51,41.69,41.1,12.2,0.26
16.12.2019,41.51,41.57,41.9,41.01,12.79,-0.22
13.12.2019,41.6,40.67,41.6,40.66,19.28,2.46
12.12.2019,40.6,39.95,40.84,39.95,17.15,2.06
11.12.2019,39.78,39.15,40.06,38.88,24.41,1.84
10.12.2019,39.06,39.16,39.28,38.69,11.84,-0.48
09.12.2019,39.25,39.15,39.35,38.92,7.68,0.49
06.12.2019,39.06,38.67,39.1,38.66,10.32,0.77
05.12.2019,38.76,38.12,38.9,37.87,14.21,1.73
04.12.2019,38.1,38.2,38.51,37.8,12.97,-0.16
03.12.2019,38.16,39.4,39.42,38.16,16.02,-3.25
02.12.2019,39.44,39.09,39.44,38.95,9.16,1.18
29.11.2019,38.98,38.97,39.02,38.68,12.09,-0.15
28.11.2019,39.04,38.78,39.05,38.52,8.35,1.06
27.11.2019,38.63,38.64,38.79,38.26,8.15,-0.05
26.11.2019,38.65,38.9,39.09,38.47,17.65,-0.59
25.11.2019,38.88,38.44,38.97,38.27,8.99,1.65
22.11.2019,38.25,37.77,38.34,37.77,7.04,0.98
21.11.2019,37.88,38.12,38.32,37.83,7.27,-1.23
20.11.2019,38.35,38.28,38.45,37.91,9.49,0.08
19.11.2019,38.32,37.9,38.35,37.8,7.52,1.0
18.11.2019,37.94,38.01,38.25,37.55,10.55,-0.11
15.11.2019,37.98,37.21,37.98,36.86,10.91,2.1
14.11.2019,37.2,38.26,38.95,36.77,24.15,-2.95
13.11.2019,38.33,38.53,38.6,37.65,11.01,-0.7
12.11.2019,38.6,38.1,38.85,38.08,10.42,1.31
11.11.2019,38.1,38.5,38.89,37.9,10.57,-1.27
08.11.2019,38.59,39.2,39.25,38.45,9.87,-1.66
07.11.2019,39.24,38.5,39.66,38.14,18.24,1.95
06.11.2019,38.49,37.28,38.49,37.27,13.63,3.25
05.11.2019,37.28,37.1,37.52,36.98,8.47,0.57
01.11.2019,37.07,36.81,37.1,36.62,7.83,1.48
31.10.2019,36.53,37.25,38.02,36.5,26.46,-1.0
30.10.2019,36.9,37.2,37.32,36.58,10.48,-1.07
29.10.2019,37.3,36.2,37.3,36.06,11.04,3.12
28.10.2019,36.17,35.49,36.99,35.45,10.65,1.74
25.10.2019,35.55,36.12,36.2,35.19,11.96,-1.8
24.10.2019,36.2,36.3,36.45,36.01,9.08,-0.28
23.10.2019,36.3,36.66,36.94,36.05,11.21,-1.41
22.10.2019,36.82,36.05,36.84,35.94,9.89,2.31
21.10.2019,35.99,36.55,36.7,35.81,7.98,-1.56
18.10.2019,36.56,37.15,37.26,36.55,7.75,-1.72
17.10.2019,37.2,37.0,37.52,36.78,8.48,0.59
16.10.2019,36.98,36.3,37.17,36.3,10.46,2.15
15.10.2019,36.2,36.6,36.78,35.87,13.88,-1.15
14.10.2019,36.62,37.15,37.4,36.38,12.41,-2.63
11.10.2019,37.61,37.34,38.24,37.11,22.39,0.86
10.10.2019,37.29,36.72,37.3,36.45,11.25,2.08
09.10.2019,36.53,37.1,37.34,36.53,9.89,-1.32
08.10.2019,37.02,37.0,37.17,36.73,4.74,0.05
07.10.2019,37.0,37.11,37.49,36.67,7.61,0.0
04.10.2019,37.0,36.8,37.36,36.65,15.28,0.54
03.10.2019,36.8,37.65,37.84,36.26,22.27,-2.39
02.10.2019,37.7,38.81,38.88,37.63,9.61,-2.58
01.10.2019,38.7,39.1,39.34,38.62,8.23,-1.17
30.09.2019,39.16,39.3,39.42,38.87,6.63,-0.1
27.09.2019,39.2,39.45,39.74,39.2,4.6,-0.78
26.09.2019,39.51,39.4,39.95,39.19,7.16,0.46
25.09.2019,39.33,39.75,39.8,38.77,10.95,-1.03
24.09.2019,39.74,40.33,40.62,39.73,6.71,-1.63
23.09.2019,40.4,40.8,40.8,40.2,5.96,-0.39
20.09.2019,40.56,41.1,41.27,40.55,8.99,-1.98
19.09.2019,41.38,41.1,41.4,41.08,8.36,0.58
18.09.2019,41.14,41.56,41.56,41.1,6.55,-0.51
17.09.2019,41.35,41.4,41.53,41.15,5.43,-0.51
16.09.2019,41.56,41.39,41.56,40.95,7.86,0.61
13.09.2019,41.31,41.31,41.52,40.91,7.75,-0.39
12.09.2019,41.47,41.6,42.2,41.28,12.09,-1.03
11.09.2019,41.9,41.35,42.0,41.16,12.5,1.09
10.09.2019,41.45,41.14,41.45,40.91,8.25,0.9
09.09.2019,41.08,41.3,41.59,40.66,8.32,-0.82
06.09.2019,41.42,41.4,41.58,41.07,8.47,-0.14
05.09.2019,41.48,41.22,41.6,41.01,6.87,1.0
04.09.2019,41.07,41.0,41.63,40.43,13.65,0.66
03.09.2019,40.8,41.34,41.48,40.51,5.72,-0.95
